Code,Description,Scope,Area,MinLon,MinLat,MaxLon,MaxLat,LonCenter,LatCenter,Projection,OGCWKT,Proj4
EPSG:3505,EPSG Projection 3505 - NAD83(NSRS2007) / Colorado South,Large and medium scale topographic mapping and engineering survey.,USA - Colorado - SPCS - S,-109.05,37,-102.05,38.67,-105.5,36.6666666666666,lambert_conformal_conic_2sp,"PROJCS[""NAD83(NSRS2007) / Colorado South"",GEOGCS[""NAD83(NSRS2007)"",DATUM[""NAD83_National_Spatial_Reference_System_2007"",SPHEROID[""GRS 1980"",6378137,298.257222101,AUTHORITY[""EPSG"",""7019""]],TOWGS84[0,0,0,0,0,0,0],AUTHORITY[""EPSG"",""6759""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.01745329251994328,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4759""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Lambert_Conformal_Conic_2SP""],PARAMETER[""standard_parallel_1"",38.43333333333333],PARAMETER[""standard_parallel_2"",37.23333333333333],PARAMETER[""latitude_of_origin"",36.66666666666666],PARAMETER[""central_meridian"",-105.5],PARAMETER[""false_easting"",914401.8289],PARAMETER[""false_northing"",304800.6096],AUTHORITY[""EPSG"",""3505""],AXIS[""X"",EAST],AXIS[""Y"",NORTH]]","+proj=lcc +lat_1=38.43333333333333 +lat_2=37.23333333333333 +lat_0=36.66666666666666 +lon_0=-105.5 +x_0=914401.8289 +y_0=304800.6096 +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
EPSG:3506,EPSG Projection 3506 - NAD83(NSRS2007) / Colorado South (ftUS),Large and medium scale topographic mapping and engineering survey.,USA - Colorado - SPCS - S,-109.05,37,-102.05,38.67,-105.5,36.6666666666666,lambert_conformal_conic_2sp,"PROJCS[""NAD83(NSRS2007) / Colorado South (ftUS)"",GEOGCS[""NAD83(NSRS2007)"",DATUM[""NAD83_National_Spatial_Reference_System_2007"",SPHEROID[""GRS 1980"",6378137,298.257222101,AUTHORITY[""EPSG"",""7019""]],TOWGS84[0,0,0,0,0,0,0],AUTHORITY[""EPSG"",""6759""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.01745329251994328,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4759""]],UNIT[""US survey foot"",0.3048006096012192,AUTHORITY[""EPSG"",""9003""]],PROJECTION[""Lambert_Conformal_Conic_2SP""],PARAMETER[""standard_parallel_1"",38.43333333333333],PARAMETER[""standard_parallel_2"",37.23333333333333],PARAMETER[""latitude_of_origin"",36.66666666666666],PARAMETER[""central_meridian"",-105.5],PARAMETER[""false_easting"",3000000],PARAMETER[""false_northing"",1000000],AUTHORITY[""EPSG"",""3506""],AXIS[""X"",EAST],AXIS[""Y"",NORTH]]","+proj=lcc +lat_1=38.43333333333333 +lat_2=37.23333333333333 +lat_0=36.66666666666666 +lon_0=-105.5 +x_0=914401.8288036576 +y_0=304800.6096012192 +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +to_meter=0.3048006096012192 +no_defs "
EPSG:3507,EPSG Projection 3507 - NAD83(NSRS2007) / Connecticut,Large and medium scale topographic mapping and engineering survey.,USA - Connecticut,-73.73,40.95,-71.78,42.05,-72.75,40.8333333333333,lambert_conformal_conic_2sp,"PROJCS[""NAD83(NSRS2007) / Connecticut"",GEOGCS[""NAD83(NSRS2007)"",DATUM[""NAD83_National_Spatial_Reference_System_2007"",SPHEROID[""GRS 1980"",6378137,298.257222101,AUTHORITY[""EPSG"",""7019""]],TOWGS84[0,0,0,0,0,0,0],AUTHORITY[""EPSG"",""6759""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.01745329251994328,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4759""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Lambert_Conformal_Conic_2SP""],PARAMETER[""standard_parallel_1"",41.86666666666667],PARAMETER[""standard_parallel_2"",41.2],PARAMETER[""latitude_of_origin"",40.83333333333334],PARAMETER[""central_meridian"",-72.75],PARAMETER[""false_easting"",304800.6096],PARAMETER[""false_northing"",152400.3048],AUTHORITY[""EPSG"",""3507""],AXIS[""X"",EAST],AXIS[""Y"",NORTH]]","+proj=lcc +lat_1=41.86666666666667 +lat_2=41.2 +lat_0=40.83333333333334 +lon_0=-72.75 +x_0=304800.6096 +y_0=152400.3048 +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
EPSG:3508,EPSG Projection 3508 - NAD83(NSRS2007) / Connecticut (ftUS),Large and medium scale topographic mapping and engineering survey.,USA - Connecticut,-73.73,40.95,-71.78,42.05,-72.75,40.8333333333333,lambert_conformal_conic_2sp,"PROJCS[""NAD83(NSRS2007) / Connecticut (ftUS)"",GEOGCS[""NAD83(NSRS2007)"",DATUM[""NAD83_National_Spatial_Reference_System_2007"",SPHEROID[""GRS 1980"",6378137,298.257222101,AUTHORITY[""EPSG"",""7019""]],TOWGS84[0,0,0,0,0,0,0],AUTHORITY[""EPSG"",""6759""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.01745329251994328,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4759""]],UNIT[""US survey foot"",0.3048006096012192,AUTHORITY[""EPSG"",""9003""]],PROJECTION[""Lambert_Conformal_Conic_2SP""],PARAMETER[""standard_parallel_1"",41.86666666666667],PARAMETER[""standard_parallel_2"",41.2],PARAMETER[""latitude_of_origin"",40.83333333333334],PARAMETER[""central_meridian"",-72.75],PARAMETER[""false_easting"",1000000],PARAMETER[""false_northing"",500000],AUTHORITY[""EPSG"",""3508""],AXIS[""X"",EAST],AXIS[""Y"",NORTH]]","+proj=lcc +lat_1=41.86666666666667 +lat_2=41.2 +lat_0=40.83333333333334 +lon_0=-72.75 +x_0=304800.6096012192 +y_0=152400.3048006096 +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +to_meter=0.3048006096012192 +no_defs "
EPSG:3509,EPSG Projection 3509 - NAD83(NSRS2007) / Delaware,Large and medium scale topographic mapping and engineering survey.,USA - Delaware,-75.78,38.44,-74.95,39.84,-75.4166666666666,38,transverse_mercator,"PROJCS[""NAD83(NSRS2007) / Delaware"",GEOGCS[""NAD83(NSRS2007)"",DATUM[""NAD83_National_Spatial_Reference_System_2007"",SPHEROID[""GRS 1980"",6378137,298.257222101,AUTHORITY[""EPSG"",""7019""]],TOWGS84[0,0,0,0,0,0,0],AUTHORITY[""EPSG"",""6759""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.01745329251994328,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4759""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",38],PARAMETER[""central_meridian"",-75.41666666666667],PARAMETER[""scale_factor"",0.999995],PARAMETER[""false_easting"",200000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""3509""],AXIS[""X"",EAST],AXIS[""Y"",NORTH]]","+proj=tmerc +lat_0=38 +lon_0=-75.41666666666667 +k=0.999995 +x_0=200000 +y_0=0 +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
EPSG:3510,EPSG Projection 3510 - NAD83(NSRS2007) / Delaware (ftUS),Large and medium scale topographic mapping and engineering survey.,USA - Delaware,-75.78,38.44,-74.95,39.84,-75.4166666666666,38,transverse_mercator,"PROJCS[""NAD83(NSRS2007) / Delaware (ftUS)"",GEOGCS[""NAD83(NSRS2007)"",DATUM[""NAD83_National_Spatial_Reference_System_2007"",SPHEROID[""GRS 1980"",6378137,298.257222101,AUTHORITY[""EPSG"",""7019""]],TOWGS84[0,0,0,0,0,0,0],AUTHORITY[""EPSG"",""6759""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.01745329251994328,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4759""]],UNIT[""US survey foot"",0.3048006096012192,AUTHORITY[""EPSG"",""9003""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",38],PARAMETER[""central_meridian"",-75.41666666666667],PARAMETER[""scale_factor"",0.999995],PARAMETER[""false_easting"",656166.667],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""3510""],AXIS[""X"",EAST],AXIS[""Y"",NORTH]]","+proj=tmerc +lat_0=38 +lon_0=-75.41666666666667 +k=0.999995 +x_0=200000.0001016002 +y_0=0 +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +to_meter=0.3048006096012192 +no_defs "
EPSG:3511,EPSG Projection 3511 - NAD83(NSRS2007) / Florida East,Large and medium scale topographic mapping and engineering survey.,USA - Florida - SPCS - E,-82.05,24.43,-80.02,30.83,-81,24.3333333333333,transverse_mercator,"PROJCS[""NAD83(NSRS2007) / Florida East"",GEOGCS[""NAD83(NSRS2007)"",DATUM[""NAD83_National_Spatial_Reference_System_2007"",SPHEROID[""GRS 1980"",6378137,298.257222101,AUTHORITY[""EPSG"",""7019""]],TOWGS84[0,0,0,0,0,0,0],AUTHORITY[""EPSG"",""6759""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.01745329251994328,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4759""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",24.33333333333333],PARAMETER[""central_meridian"",-81],PARAMETER[""scale_factor"",0.999941177],PARAMETER[""false_easting"",200000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""3511""],AXIS[""X"",EAST],AXIS[""Y"",NORTH]]","+proj=tmerc +lat_0=24.33333333333333 +lon_0=-81 +k=0.999941177 +x_0=200000 +y_0=0 +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
EPSG:3512,EPSG Projection 3512 - NAD83(NSRS2007) / Florida East (ftUS),Large and medium scale topographic mapping and engineering survey.,USA - Florida - SPCS - E,-82.05,24.43,-80.02,30.83,-81,24.3333333333333,transverse_mercator,"PROJCS[""NAD83(NSRS2007) / Florida East (ftUS)"",GEOGCS[""NAD83(NSRS2007)"",DATUM[""NAD83_National_Spatial_Reference_System_2007"",SPHEROID[""GRS 1980"",6378137,298.257222101,AUTHORITY[""EPSG"",""7019""]],TOWGS84[0,0,0,0,0,0,0],AUTHORITY[""EPSG"",""6759""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.01745329251994328,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4759""]],UNIT[""US survey foot"",0.3048006096012192,AUTHORITY[""EPSG"",""9003""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",24.33333333333333],PARAMETER[""central_meridian"",-81],PARAMETER[""scale_factor"",0.999941177],PARAMETER[""false_easting"",656166.667],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""3512""],AXIS[""X"",EAST],AXIS[""Y"",NORTH]]","+proj=tmerc +lat_0=24.33333333333333 +lon_0=-81 +k=0.999941177 +x_0=200000.0001016002 +y_0=0 +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +to_meter=0.3048006096012192 +no_defs "
EPSG:3513,EPSG Projection 3513 - NAD83(NSRS2007) / Florida GDL Albers,Used for spatial data presentation for whole state.,USA - Florida,-87.64,24.43,-80.02,31,-84,24,albers_conic_equal_area,"PROJCS[""NAD83(NSRS2007) / Florida GDL Albers"",GEOGCS[""NAD83(NSRS2007)"",DATUM[""NAD83_National_Spatial_Reference_System_2007"",SPHEROID[""GRS 1980"",6378137,298.257222101,AUTHORITY[""EPSG"",""7019""]],TOWGS84[0,0,0,0,0,0,0],AUTHORITY[""EPSG"",""6759""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.01745329251994328,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4759""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Albers_Conic_Equal_Area""],PARAMETER[""standard_parallel_1"",24],PARAMETER[""standard_parallel_2"",31.5],PARAMETER[""latitude_of_center"",24],PARAMETER[""longitude_of_center"",-84],PARAMETER[""false_easting"",400000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""3513""],AXIS[""X"",EAST],AXIS[""Y"",NORTH]]","+proj=aea +lat_1=24 +lat_2=31.5 +lat_0=24 +lon_0=-84 +x_0=400000 +y_0=0 +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
EPSG:3514,EPSG Projection 3514 - NAD83(NSRS2007) / Florida North,Large and medium scale topographic mapping and engineering survey.,USA - Florida - SPCS - N,-87.64,29.28,-82.05,31,-84.5,29,lambert_conformal_conic_2sp,"PROJCS[""NAD83(NSRS2007) / Florida North"",GEOGCS[""NAD83(NSRS2007)"",DATUM[""NAD83_National_Spatial_Reference_System_2007"",SPHEROID[""GRS 1980"",6378137,298.257222101,AUTHORITY[""EPSG"",""7019""]],TOWGS84[0,0,0,0,0,0,0],AUTHORITY[""EPSG"",""6759""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.01745329251994328,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4759""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Lambert_Conformal_Conic_2SP""],PARAMETER[""standard_parallel_1"",30.75],PARAMETER[""standard_parallel_2"",29.58333333333333],PARAMETER[""latitude_of_origin"",29],PARAMETER[""central_meridian"",-84.5],PARAMETER[""false_easting"",600000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""3514""],AXIS[""X"",EAST],AXIS[""Y"",NORTH]]","+proj=lcc +lat_1=30.75 +lat_2=29.58333333333333 +lat_0=29 +lon_0=-84.5 +x_0=600000 +y_0=0 +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
EPSG:3515,EPSG Projection 3515 - NAD83(NSRS2007) / Florida North (ftUS),Large and medium scale topographic mapping and engineering survey.,USA - Florida - SPCS - N,-87.64,29.28,-82.05,31,-84.5,29,lambert_conformal_conic_2sp,"PROJCS[""NAD83(NSRS2007) / Florida North (ftUS)"",GEOGCS[""NAD83(NSRS2007)"",DATUM[""NAD83_National_Spatial_Reference_System_2007"",SPHEROID[""GRS 1980"",6378137,298.257222101,AUTHORITY[""EPSG"",""7019""]],TOWGS84[0,0,0,0,0,0,0],AUTHORITY[""EPSG"",""6759""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.01745329251994328,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4759""]],UNIT[""US survey foot"",0.3048006096012192,AUTHORITY[""EPSG"",""9003""]],PROJECTION[""Lambert_Conformal_Conic_2SP""],PARAMETER[""standard_parallel_1"",30.75],PARAMETER[""standard_parallel_2"",29.58333333333333],PARAMETER[""latitude_of_origin"",29],PARAMETER[""central_meridian"",-84.5],PARAMETER[""false_easting"",1968500],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""3515""],AXIS[""X"",EAST],AXIS[""Y"",NORTH]]","+proj=lcc +lat_1=30.75 +lat_2=29.58333333333333 +lat_0=29 +lon_0=-84.5 +x_0=600000 +y_0=0 +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +to_meter=0.3048006096012192 +no_defs "
EPSG:3516,EPSG Projection 3516 - NAD83(NSRS2007) / Florida West,Large and medium scale topographic mapping and engineering survey.,USA - Florida - SPCS - W,-83.18,26.31,-81.13,29.59,-82,24.3333333333333,transverse_mercator,"PROJCS[""NAD83(NSRS2007) / Florida West"",GEOGCS[""NAD83(NSRS2007)"",DATUM[""NAD83_National_Spatial_Reference_System_2007"",SPHEROID[""GRS 1980"",6378137,298.257222101,AUTHORITY[""EPSG"",""7019""]],TOWGS84[0,0,0,0,0,0,0],AUTHORITY[""EPSG"",""6759""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.01745329251994328,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4759""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",24.33333333333333],PARAMETER[""central_meridian"",-82],PARAMETER[""scale_factor"",0.999941177],PARAMETER[""false_easting"",200000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""3516""],AXIS[""X"",EAST],AXIS[""Y"",NORTH]]","+proj=tmerc +lat_0=24.33333333333333 +lon_0=-82 +k=0.999941177 +x_0=200000 +y_0=0 +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
EPSG:3517,EPSG Projection 3517 - NAD83(NSRS2007) / Florida West (ftUS),Large and medium scale topographic mapping and engineering survey.,USA - Florida - SPCS - W,-83.18,26.31,-81.13,29.59,-82,24.3333333333333,transverse_mercator,"PROJCS[""NAD83(NSRS2007) / Florida West (ftUS)"",GEOGCS[""NAD83(NSRS2007)"",DATUM[""NAD83_National_Spatial_Reference_System_2007"",SPHEROID[""GRS 1980"",6378137,298.257222101,AUTHORITY[""EPSG"",""7019""]],TOWGS84[0,0,0,0,0,0,0],AUTHORITY[""EPSG"",""6759""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.01745329251994328,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4759""]],UNIT[""US survey foot"",0.3048006096012192,AUTHORITY[""EPSG"",""9003""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",24.33333333333333],PARAMETER[""central_meridian"",-82],PARAMETER[""scale_factor"",0.999941177],PARAMETER[""false_easting"",656166.667],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""3517""],AXIS[""X"",EAST],AXIS[""Y"",NORTH]]","+proj=tmerc +lat_0=24.33333333333333 +lon_0=-82 +k=0.999941177 +x_0=200000.0001016002 +y_0=0 +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +to_meter=0.3048006096012192 +no_defs "
EPSG:3518,EPSG Projection 3518 - NAD83(NSRS2007) / Georgia East,Large and medium scale topographic mapping and engineering survey.,USA - Georgia - SPCS - E,-83.46,30.35,-80.79,34.69,-82.1666666666666,30,transverse_mercator,"PROJCS[""NAD83(NSRS2007) / Georgia East"",GEOGCS[""NAD83(NSRS2007)"",DATUM[""NAD83_National_Spatial_Reference_System_2007"",SPHEROID[""GRS 1980"",6378137,298.257222101,AUTHORITY[""EPSG"",""7019""]],TOWGS84[0,0,0,0,0,0,0],AUTHORITY[""EPSG"",""6759""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.01745329251994328,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4759""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",30],PARAMETER[""central_meridian"",-82.16666666666667],PARAMETER[""scale_factor"",0.9999],PARAMETER[""false_easting"",200000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""3518""],AXIS[""X"",EAST],AXIS[""Y"",NORTH]]","+proj=tmerc +lat_0=30 +lon_0=-82.16666666666667 +k=0.9999 +x_0=200000 +y_0=0 +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
EPSG:3519,EPSG Projection 3519 - NAD83(NSRS2007) / Georgia East (ftUS),Large and medium scale topographic mapping and engineering survey.,USA - Georgia - SPCS - E,-83.46,30.35,-80.79,34.69,-82.1666666666666,30,transverse_mercator,"PROJCS[""NAD83(NSRS2007) / Georgia East (ftUS)"",GEOGCS[""NAD83(NSRS2007)"",DATUM[""NAD83_National_Spatial_Reference_System_2007"",SPHEROID[""GRS 1980"",6378137,298.257222101,AUTHORITY[""EPSG"",""7019""]],TOWGS84[0,0,0,0,0,0,0],AUTHORITY[""EPSG"",""6759""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.01745329251994328,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4759""]],UNIT[""US survey foot"",0.3048006096012192,AUTHORITY[""EPSG"",""9003""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",30],PARAMETER[""central_meridian"",-82.16666666666667],PARAMETER[""scale_factor"",0.9999],PARAMETER[""false_easting"",656166.667],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""3519""],AXIS[""X"",EAST],AXIS[""Y"",NORTH]]","+proj=tmerc +lat_0=30 +lon_0=-82.16666666666667 +k=0.9999 +x_0=200000.0001016002 +y_0=0 +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +to_meter=0.3048006096012192 +no_defs "
EPSG:3520,EPSG Projection 3520 - NAD83(NSRS2007) / Georgia West,Large and medium scale topographic mapping and engineering survey.,USA - Georgia - SPCS - W,-85.02,30.62,-83,35,-84.1666666666666,30,transverse_mercator,"PROJCS[""NAD83(NSRS2007) / Georgia West"",GEOGCS[""NAD83(NSRS2007)"",DATUM[""NAD83_National_Spatial_Reference_System_2007"",SPHEROID[""GRS 1980"",6378137,298.257222101,AUTHORITY[""EPSG"",""7019""]],TOWGS84[0,0,0,0,0,0,0],AUTHORITY[""EPSG"",""6759""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.01745329251994328,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4759""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",30],PARAMETER[""central_meridian"",-84.16666666666667],PARAMETER[""scale_factor"",0.9999],PARAMETER[""false_easting"",700000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""3520""],AXIS[""X"",EAST],AXIS[""Y"",NORTH]]","+proj=tmerc +lat_0=30 +lon_0=-84.16666666666667 +k=0.9999 +x_0=700000 +y_0=0 +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
EPSG:3521,EPSG Projection 3521 - NAD83(NSRS2007) / Georgia West (ftUS),Large and medium scale topographic mapping and engineering survey.,USA - Georgia - SPCS - W,-85.02,30.62,-83,35,-84.1666666666666,30,transverse_mercator,"PROJCS[""NAD83(NSRS2007) / Georgia West (ftUS)"",GEOGCS[""NAD83(NSRS2007)"",DATUM[""NAD83_National_Spatial_Reference_System_2007"",SPHEROID[""GRS 1980"",6378137,298.257222101,AUTHORITY[""EPSG"",""7019""]],TOWGS84[0,0,0,0,0,0,0],AUTHORITY[""EPSG"",""6759""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.01745329251994328,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4759""]],UNIT[""US survey foot"",0.3048006096012192,AUTHORITY[""EPSG"",""9003""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",30],PARAMETER[""central_meridian"",-84.16666666666667],PARAMETER[""scale_factor"",0.9999],PARAMETER[""false_easting"",2296583.333],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""3521""],AXIS[""X"",EAST],AXIS[""Y"",NORTH]]","+proj=tmerc +lat_0=30 +lon_0=-84.16666666666667 +k=0.9999 +x_0=699999.9998983998 +y_0=0 +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +to_meter=0.3048006096012192 +no_defs "
EPSG:3522,EPSG Projection 3522 - NAD83(NSRS2007) / Idaho Central,Large and medium scale topographic mapping and engineering survey.,USA - Idaho - SPCS - C,-115.3,42,-112.69,45.71,-114,41.6666666666666,transverse_mercator,"PROJCS[""NAD83(NSRS2007) / Idaho Central"",GEOGCS[""NAD83(NSRS2007)"",DATUM[""NAD83_National_Spatial_Reference_System_2007"",SPHEROID[""GRS 1980"",6378137,298.257222101,AUTHORITY[""EPSG"",""7019""]],TOWGS84[0,0,0,0,0,0,0],AUTHORITY[""EPSG"",""6759""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.01745329251994328,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4759""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",41.66666666666666],PARAMETER[""central_meridian"",-114],PARAMETER[""scale_factor"",0.999947368],PARAMETER[""false_easting"",500000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""3522""],AXIS[""X"",EAST],AXIS[""Y"",NORTH]]","+proj=tmerc +lat_0=41.66666666666666 +lon_0=-114 +k=0.9999473679999999 +x_0=500000 +y_0=0 +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
EPSG:3523,EPSG Projection 3523 - NAD83(NSRS2007) / Idaho Central (ftUS),Large and medium scale topographic mapping and engineering survey.,USA - Idaho - SPCS - C,-115.3,42,-112.69,45.71,-114,41.6666666666666,transverse_mercator,"PROJCS[""NAD83(NSRS2007) / Idaho Central (ftUS)"",GEOGCS[""NAD83(NSRS2007)"",DATUM[""NAD83_National_Spatial_Reference_System_2007"",SPHEROID[""GRS 1980"",6378137,298.257222101,AUTHORITY[""EPSG"",""7019""]],TOWGS84[0,0,0,0,0,0,0],AUTHORITY[""EPSG"",""6759""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.01745329251994328,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4759""]],UNIT[""US survey foot"",0.3048006096012192,AUTHORITY[""EPSG"",""9003""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",41.66666666666666],PARAMETER[""central_meridian"",-114],PARAMETER[""scale_factor"",0.999947368],PARAMETER[""false_easting"",1640416.667],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""3523""],AXIS[""X"",EAST],AXIS[""Y"",NORTH]]","+proj=tmerc +lat_0=41.66666666666666 +lon_0=-114 +k=0.9999473679999999 +x_0=500000.0001016001 +y_0=0 +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +to_meter=0.3048006096012192 +no_defs "
